"species","dataset","tissue","condition","n","ngenes","design","assay","sample_type","accession","citation","license","file","status","note"
"human","GSE158422","Lung","NSCLC_adjacent_normal",NA,NA,"passive","RNAseq","in_vivo","GSE158422","GEO 2020","CC-BY","human/GSE158422_Lung_NSCLCadjacentnormal.rds","no_tod_metadata","no TOD col among: title|geo_accession|status|submission_date|last_update_date|type|channel_count|source_name_ch1|organism_ch1|characteristics_ch1|molecule_ch1|extract_protocol_ch1|extract_protocol_ch1.1|label_ch1|label_protocol_ch1|taxid_ch1|hyb_protocol|scan_protocol|data_processing|data_processing.1|data_processing.2|platform_id|contact_name|contact_laboratory|contact_department|contact_institute|contact_address|contact_city|contact_state|contact_zip/postal_code|contact_country|supplementary_file|supplementary_file.1|data_row_count|tumor:ch1"
"human","GSE128380","DLPFC","SCZ_Control",NA,NA,"passive","RNAseq","in_vivo","GSE128380","Seney et al. 2019","CMC restricted","human/GSE128380_DLPFC_SCZControl.rds","controlled",NA
"human","GSE174409","DLPFC_NAc","OUD_Control",NA,NA,"passive","RNAseq","in_vivo","GSE174409","Seney et al. 2021","CMC restricted","human/GSE174409_DLPFCNAc_OUDControl.rds","controlled",NA
"human","GSE177044","DLPFC","SexDiffs",NA,NA,"passive","RNAseq","in_vivo","GSE177044","Seney et al. 2022","CMC restricted","human/GSE177044_DLPFC_SexDiffs.rds","controlled",NA
"human","GSE201862","PancreasIslet","All",NA,NA,"active","scRNAseq","cell_line","GSE201862","GEO 2022","CC-BY","human/GSE201862_PancreasIslet_All.rds","download_failed","getGEO returned NULL"
"human","GSE125521","Blood","All",NA,NA,"active","RNAseq","in_vivo","GSE125521","Archer et al. 2019","CC-BY","human/GSE125521_Blood_All.rds","no_tod_metadata","no TOD col among: title|geo_accession|status|submission_date|last_update_date|type|channel_count|source_name_ch1|organism_ch1|characteristics_ch1|characteristics_ch1.1|characteristics_ch1.2|treatment_protocol_ch1|growth_protocol_ch1|molecule_ch1|extract_protocol_ch1|label_ch1|label_protocol_ch1|taxid_ch1|hyb_protocol|scan_protocol|description|data_processing|platform_id|contact_name|contact_email|contact_department|contact_institute|contact_address|contact_city|contact_zip/postal_code|contact_country|supplementary_file|data_row_count|gender:ch1|strain:ch1|tissue:ch1"
"human","GSE99905","Saliva","All",NA,NA,"passive","RNAseq","in_vivo","GSE99905","GEO 2017","CC-BY","human/GSE99905_Saliva_All.rds","download_failed","exprs empty and no parseable suppl matrix"
"other_primate","E-MTAB-9606","Pineal_Cortex","All",NA,NA,"active","RNAseq","in_vivo","E-MTAB-9606","Marmoset 2020","CC-BY","other_primate/E-MTAB-9606_PinealCortex_All.rds","download_failed","getGEO returned NULL"
"other_primate","GSE143038","Hypothalamus_SCN","All",NA,NA,"active","RNAseq","in_vivo","GSE143038","Rhesus 2020","CC-BY","other_primate/GSE143038_HypothalamusSCN_All.rds","download_failed","exprs empty and no parseable suppl matrix"
"rat","GSE46069","Pineal_Retina","All",14,14742,"active","microarray","in_vivo","GSE46069","Bailey et al. 2009","CC-BY","rat/GSE46069_PinealRetina_All.rds","ingested","via colname TOD"
"rat","GSE1654","SCN","Cell",NA,NA,"active","microarray","cell_line","GSE1654","GEO 2004","CC-BY","rat/GSE1654_SCN_Cell.rds","skipped_low_priority",NA
"rat","GSE169501","Liver","Arm1",NA,NA,"active","RNAseq","in_vivo","GSE169501","GEO 2021","CC-BY","rat/GSE169501_Liver_Arm1.rds","download_failed","exprs empty and no parseable suppl matrix"
"rat","GSE169501","Liver","Arm2",NA,NA,"active","RNAseq","in_vivo","GSE169501","GEO 2021","CC-BY","rat/GSE169501_Liver_Arm2.rds","download_failed","exprs empty and no parseable suppl matrix"
"rat","GSE169501","Liver","Arm3",NA,NA,"active","RNAseq","in_vivo","GSE169501","GEO 2021","CC-BY","rat/GSE169501_Liver_Arm3.rds","download_failed","exprs empty and no parseable suppl matrix"
"rat","GSE25612","Lung","All",54,31099,"active","microarray","in_vivo","GSE25612","GEO 2011","CC-BY","rat/GSE25612_Lung_All.rds","ingested",""
"rat","GSE20635","Adipose","All",52,31099,"active","microarray","in_vivo","GSE20635","GEO 2010","CC-BY","rat/GSE20635_Adipose_All.rds","ingested",""
"rat","GSE8988","Liver","All",54,15923,"active","microarray","in_vivo","GSE8988","Almon et al. 2008","CC-BY","rat/GSE8988_Liver_All.rds","ingested",""
"rat","GSE8989","Muscle","All",54,15923,"active","microarray","in_vivo","GSE8989","Almon et al. 2008","CC-BY","rat/GSE8989_Muscle_All.rds","ingested",""
"rat","GSE5417","Heart","All",NA,NA,"active","microarray","in_vivo","GSE5417","GEO 2006","CC-BY","rat/GSE5417_Heart_All.rds","wrong_accession_not_circadian","GSE5417 is MDA-MB231 breast cancer data, not Martino rat heart; manifest entry needs reassignment"
"rat","GSE51220","Liver","Chow",NA,NA,"active","microarray","in_vivo","GSE51220","GEO 2013","CC-BY","rat/GSE51220_Liver_Chow.rds","skipped_low_priority",NA
"rat","GSE51220","Liver","EtOH",NA,NA,"active","microarray","in_vivo","GSE51220","GEO 2013","CC-BY","rat/GSE51220_Liver_EtOH.rds","skipped_low_priority",NA
"rat","GSE161617","SCN","All",NA,NA,"active","RNAseq","in_vivo","GSE161617","GEO 2020","CC-BY","rat/GSE161617_SCN_All.rds","download_failed","exprs empty and no parseable suppl matrix"
"rat","GSE127919","SCN","LCM",36,25615,"active","RNAseq","in_vivo","GSE127919","GEO 2019","CC-BY","rat/GSE127919_SCN_LCM.rds","ingested",""
"rat","GSE188475","Hippocampus","All",NA,NA,"active","RNAseq","in_vivo","GSE188475","GEO 2021","CC-BY","rat/GSE188475_Hippocampus_All.rds","download_failed","exprs empty and no parseable suppl matrix"
"rat","GSE140983","PFC","Stress_Control",NA,NA,"active","RNAseq","in_vivo","GSE140983","GEO 2020","CC-BY","rat/GSE140983_PFC_StressControl.rds","download_failed","exprs empty and no parseable suppl matrix"
"rat","GSE164900","BAT_Liver","Paired",NA,NA,"active","RNAseq","in_vivo","GSE164900","GEO 2021","CC-BY","rat/GSE164900_BATLiver_Paired.rds","no_tod_metadata","no TOD col among: title|geo_accession|status|submission_date|last_update_date|type|channel_count|source_name_ch1|organism_ch1|characteristics_ch1|characteristics_ch1.1|characteristics_ch1.2|characteristics_ch1.3|characteristics_ch1.4|treatment_protocol_ch1|growth_protocol_ch1|molecule_ch1|extract_protocol_ch1|label_ch1|label_protocol_ch1|taxid_ch1|source_name_ch2|organism_ch2|characteristics_ch2|characteristics_ch2.1|characteristics_ch2.2|characteristics_ch2.3|treatment_protocol_ch2|growth_protocol_ch2|molecule_ch2|extract_protocol_ch2|label_ch2|label_protocol_ch2|taxid_ch2|hyb_protocol|scan_protocol|description|data_processing|platform_id|contact_name|contact_email|contact_department|contact_institute|contact_address|contact_city|contact_state|contact_zip/postal_code|contact_country|supplementary_file|data_row_count|genotype:ch1|Sex:ch1|Sex:ch2|strain:ch1|strain:ch2|tissue:ch1|tissue:ch2|treatment:ch1|treatment:ch2"
"rat","GSE89773","Heart","WT",NA,NA,"active","RNAseq","in_vivo","GSE89773","GEO 2017","CC-BY","rat/GSE89773_Heart_WT.rds","download_failed","exprs empty and no parseable suppl matrix"
"rat","GSE89773","Heart","BMAL1KO",NA,NA,"active","RNAseq","in_vivo","GSE89773","GEO 2017","CC-BY","rat/GSE89773_Heart_BMAL1KO.rds","download_failed","exprs empty and no parseable suppl matrix"
"human","human","Blood","All",NA,NA,"active","RNAseq","in_vivo","GSE113883","GSE113883","CC-BY","human/GSE113883_Blood_All.rds","ingested",NA
"human","human","Muscle","All",48,19820,"active","RNAseq","in_vivo","GSE104674","Perrin et al. 2018","CC-BY","human/GSE104674_Muscle_All.rds","ingested",NA
"mouse","GSE54650","Adrenal_gland","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_ADR_All.rds","ingested",""
"mouse","GSE54650","Aorta","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_AOR_All.rds","ingested",""
"mouse","GSE54650","Brown_adipose","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_BFAT_All.rds","ingested","strict tissue match"
"mouse","GSE54650","Brainstem","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_BST_All.rds","ingested",""
"mouse","GSE54650","Cerebellum","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_CER_All.rds","ingested",""
"mouse","GSE54650","Heart","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_HEA_All.rds","ingested",""
"mouse","GSE54650","Hypothalamus","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_HYP_All.rds","ingested",""
"mouse","GSE54650","Kidney","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_KID_All.rds","ingested",""
"mouse","GSE54650","Liver","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_LIV_All.rds","ingested",""
"mouse","GSE54650","Lung","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_LUN_All.rds","ingested",""
"mouse","GSE54650","Muscle","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_MUS_All.rds","ingested",""
"mouse","GSE54650","White_adipose","All",24,35556,"active","microarray","in_vivo","GSE54650","Zhang et al. 2014","CC-BY","mouse/GSE54650_WFAT_All.rds","ingested","strict tissue match"
