14.58
17.68
23.30
13.49
20.24
14.49
12.28
20.20
3.10
3.48
9.00
2.15
11.56
20.17
9.73
1.34
16.07
4.84
14.67
13.83
14.64
21.87
23.33
19.42
21.23
14.58
11.90
20.83
6.04
17.09
23.67
14.64
21.25
19.09
14.57
22.61
12.61
16.35
16.37
6.63
23.70
13.20
13.07
1.16
23.44
12.85
0.07
18.82
21.04
15.98
3.64
10.28
1.65
23.28
8.71
19.54
3.76
17.03
21.40
15.24
